StudentID,LMS_Logins_Per_Week,Login_Drop_Ratio,Attendance_Percentage,Attendance_Trend,Avg_Assignment_Delay_Days,Late_Submission_Ratio,Night_Activity_Ratio,Avg_Session_Duration_Min,Feedback_Text,Sentiment_Score,Burnout_Risk_Score,Burnout_Risk_Level,Dropout_Probability,Academic_Disengagement,Risk_Label,Recommended_Intervention
S0642,12,0.58,49.85,-37.2,5.28,0.31,0.36,23.18,Routine semester.,0.01,78,High,57,Yes,2,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support']"
S0643,9,0.07,63.61,-25.87,0.45,0.57,0.56,37.75,I enjoy learning new topics.,0.91,21,Low,12,No,0,['Early Academic Warning Notification']
S0644,8,0.09,50.05,-3.47,2.0,0.49,0.38,50.56,Faculty support is helpful.,0.51,33,Low,25,Yes,0,['Schedule Faculty Counseling Session']
S0645,6,0.09,79.34,5.43,0.41,0.31,0.31,33.23,I am managing studies well.,0.43,2,Low,11,No,0,['Regular Monitoring — No Immediate Intervention']
S0646,3,0.11,72.19,-11.72,6.01,0.53,0.37,41.22,Feeling stressed and tired.,-0.48,40,Medium,43,No,1,"['Provide Assignment Deadline Extension Support', 'Mental Wellness Counseling Recommended']"
S0647,3,0.05,64.98,-24.75,1.15,0.0,0.18,34.56,Hard to keep up with deadlines.,-0.62,48,Medium,60,No,1,"['Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0648,9,0.22,69.55,-26.27,4.6,0.1,0.18,72.31,Too much academic pressure.,-0.66,43,Medium,57,No,1,"['Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0649,9,0.01,69.35,-15.8,1.0,0.52,0.12,36.89,Assignments are manageable.,-0.02,8,Low,3,No,0,['Regular Monitoring — No Immediate Intervention']
S0650,5,0.4,75.69,8.48,0.47,0.12,0.14,5.0,I am managing studies well.,0.73,2,Low,4,No,0,['Regular Monitoring — No Immediate Intervention']
S0651,3,0.22,65.38,-34.75,7.27,0.47,0.49,75.36,Feeling stressed and tired.,-0.4,63,Medium,52,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support']"
S0652,1,0.01,75.53,-34.39,2.26,0.31,0.41,15.13,Routine semester.,-0.18,28,Low,20,Yes,0,"['Early Academic Warning Notification', 'Learning Engagement Monitoring']"
S0653,3,0.79,99.0,-12.83,1.12,0.1,0.3,46.37,I enjoy learning new topics.,0.66,12,Low,31,No,0,['Regular Monitoring — No Immediate Intervention']
S0654,6,0.0,78.7,-37.7,1.81,0.28,0.44,31.57,I enjoy learning new topics.,0.44,29,Low,39,No,0,['Early Academic Warning Notification']
S0655,7,0.93,89.58,1.25,4.56,0.3,0.38,20.91,Faculty support is helpful.,0.51,19,Low,24,No,0,['Regular Monitoring — No Immediate Intervention']
S0656,3,0.44,89.26,-21.98,2.95,0.29,0.28,72.33,I am managing studies well.,0.47,25,Low,18,No,0,['Early Academic Warning Notification']
S0657,2,0.32,83.95,-28.15,5.16,0.58,0.07,75.22,I am managing studies well.,0.66,41,Medium,39,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support']"
S0658,3,0.13,65.82,-38.17,3.76,0.08,0.6,36.45,Routine semester.,-0.07,30,Low,31,No,0,['Early Academic Warning Notification']
S0659,6,0.3,90.71,-36.77,2.01,0.48,0.34,20.29,Faculty support is helpful.,0.72,24,Low,16,No,0,['Early Academic Warning Notification']
S0660,2,0.0,66.32,8.56,0.58,0.69,0.37,47.65,Too much academic pressure.,-0.62,35,Medium,46,No,1,"['Academic Mentor Follow-up', 'Mental Wellness Counseling Recommended']"
S0661,6,0.2,100.0,-34.83,1.71,0.0,0.21,8.8,Everything is okay.,0.06,28,Low,49,No,0,['Early Academic Warning Notification']
S0662,3,0.23,40.6,3.15,6.62,0.14,0.15,61.95,Routine semester.,0.03,46,Medium,34,Yes,1,"['Schedule Faculty Counseling Session', 'Provide Assignment Deadline Extension Support']"
S0663,6,0.29,98.07,-38.98,1.12,0.04,0.13,18.15,Course workload is balanced.,0.91,20,Low,23,No,0,['Early Academic Warning Notification']
S0664,4,0.0,100.0,-11.64,5.87,0.5,0.11,15.83,Routine semester.,0.05,16,Low,20,No,0,['Provide Assignment Deadline Extension Support']
S0665,2,0.3,74.63,-37.25,2.58,0.0,0.18,15.79,Faculty support is helpful.,0.68,25,Low,39,No,0,['Early Academic Warning Notification']
S0666,6,0.0,78.45,7.99,3.01,0.45,0.26,63.78,Assignments are manageable.,-0.1,3,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0667,4,0.32,77.82,-23.25,3.51,0.42,0.06,24.21,Routine semester.,0.16,27,Low,34,No,0,['Early Academic Warning Notification']
S0668,7,0.5,74.29,-39.04,0.54,0.0,0.27,30.79,I feel overwhelmed.,-0.73,42,Medium,47,No,1,"['Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0669,4,0.03,100.0,3.24,0.36,0.37,0.51,35.61,Routine semester.,-0.09,5,Low,7,No,0,['Regular Monitoring — No Immediate Intervention']
S0670,5,0.0,94.8,-7.18,6.21,0.37,0.63,57.04,Feeling stressed and tired.,-0.97,53,Medium,62,No,1,"['Provide Assignment Deadline Extension Support', 'Mental Wellness Counseling Recommended', 'Sleep Hygiene Awareness Program']"
S0671,6,0.48,83.56,1.56,3.15,0.0,0.13,26.2,Course workload is balanced.,0.88,7,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0672,4,0.14,86.57,-6.07,6.13,0.94,0.63,31.57,Hard to keep up with deadlines.,-0.89,68,Medium,80,No,1,"['Provide Assignment Deadline Extension Support', 'Academic Mentor Follow-up', 'Mental Wellness Counseling Recommended', 'Sleep Hygiene Awareness Program']"
S0673,3,0.49,46.54,-12.19,2.29,0.0,0.4,40.92,I enjoy learning new topics.,0.72,34,Low,41,Yes,0,['Schedule Faculty Counseling Session']
S0674,6,0.36,65.83,-25.23,0.3,0.07,0.4,66.27,Everything is okay.,-0.1,24,Low,2,No,0,['Early Academic Warning Notification']
S0675,3,0.0,20.0,-39.08,0.94,0.0,0.09,33.45,Everything is okay.,-0.15,49,Medium,56,Yes,1,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification']"
S0676,4,0.2,69.51,-25.09,2.98,0.63,0.04,37.1,Too much academic pressure.,-0.91,62,Medium,60,No,1,"['Early Academic Warning Notification', 'Academic Mentor Follow-up', 'Mental Wellness Counseling Recommended']"
S0677,10,0.51,100.0,-4.04,2.92,0.96,0.1,81.21,I enjoy learning new topics.,0.98,33,Low,46,No,0,['Academic Mentor Follow-up']
S0678,3,0.01,96.15,-9.55,1.11,0.88,0.17,36.9,Hard to keep up with deadlines.,-0.98,39,Medium,40,No,1,"['Academic Mentor Follow-up', 'Mental Wellness Counseling Recommended']"
S0679,4,0.17,99.64,-24.24,2.13,0.67,0.15,58.61,Faculty support is helpful.,0.69,41,Medium,34,No,1,"['Early Academic Warning Notification', 'Academic Mentor Follow-up']"
S0680,2,0.02,84.53,7.34,0.92,0.08,0.33,42.95,Too much academic pressure.,-0.85,24,Low,14,No,0,['Mental Wellness Counseling Recommended']
S0681,5,0.06,68.09,-12.16,0.01,0.61,0.34,29.64,I am managing studies well.,0.53,20,Low,25,No,0,['Academic Mentor Follow-up']
S0682,8,0.1,92.67,-35.96,5.81,0.69,0.28,22.71,Hard to keep up with deadlines.,-0.95,77,High,83,No,2,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support', 'Academic Mentor Follow-up', 'Mental Wellness Counseling Recommended']"
S0683,3,0.0,95.8,1.02,1.55,0.0,0.29,39.0,I enjoy learning new topics.,0.45,8,Low,22,No,0,['Regular Monitoring — No Immediate Intervention']
S0684,10,0.37,99.67,9.78,0.92,0.03,0.49,18.56,Everything is okay.,-0.1,1,Low,9,No,0,['Regular Monitoring — No Immediate Intervention']
S0685,9,0.19,90.49,-0.09,1.18,0.01,0.21,46.61,Routine semester.,-0.1,3,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0686,4,0.59,47.73,-27.92,0.4,0.29,0.31,72.51,Course workload is balanced.,0.98,65,Medium,51,Yes,1,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification']"
S0687,5,0.14,56.36,-33.45,0.78,0.86,0.1,53.74,I am managing studies well.,0.44,66,Medium,62,No,1,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification', 'Academic Mentor Follow-up']"
S0688,5,0.29,91.79,-6.51,0.07,0.54,0.07,56.88,Faculty support is helpful.,0.64,1,Low,4,No,0,['Regular Monitoring — No Immediate Intervention']
S0689,5,0.72,70.83,-34.83,2.87,0.25,0.49,47.55,Everything is okay.,0.02,30,Low,28,No,0,['Early Academic Warning Notification']
S0690,4,0.39,68.24,-9.07,2.17,0.67,0.39,51.27,Too much academic pressure.,-0.92,41,Medium,36,No,1,"['Academic Mentor Follow-up', 'Mental Wellness Counseling Recommended']"
S0691,9,0.05,71.55,-12.1,3.26,0.64,0.25,31.93,Assignments are manageable.,0.14,22,Low,37,No,0,['Academic Mentor Follow-up']
S0692,2,0.03,65.18,5.88,1.6,0.07,0.29,25.05,Assignments are manageable.,-0.06,5,Low,10,No,0,['Regular Monitoring — No Immediate Intervention']
S0693,7,0.0,84.33,-1.73,2.25,0.35,0.51,59.81,I am managing studies well.,0.52,1,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0694,2,0.0,67.32,-34.86,0.92,0.35,0.11,32.78,Everything is okay.,0.17,28,Low,2,No,0,['Early Academic Warning Notification']
S0695,2,0.19,76.27,-0.48,8.51,0.24,0.34,40.01,I feel overwhelmed.,-0.45,37,Medium,45,No,1,"['Provide Assignment Deadline Extension Support', 'Mental Wellness Counseling Recommended']"
S0696,3,0.01,68.56,-22.46,4.45,0.43,0.05,33.46,Everything is okay.,-0.1,20,Low,34,No,0,['Early Academic Warning Notification']
S0697,4,0.3,87.54,-36.32,1.1,0.13,0.07,19.15,Feeling stressed and tired.,-0.87,47,Medium,46,No,1,"['Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0698,12,0.5,53.86,-22.63,2.56,0.67,0.45,5.0,I enjoy learning new topics.,0.88,70,High,68,Yes,2,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification', 'Academic Mentor Follow-up']"
S0699,2,0.0,91.73,-20.44,2.16,0.43,0.21,74.08,I am managing studies well.,0.81,25,Low,28,No,0,['Early Academic Warning Notification']
S0700,6,0.36,87.25,-30.65,5.49,0.0,0.37,36.34,Faculty support is helpful.,0.42,37,Medium,25,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support']"
S0701,6,0.57,49.54,-16.64,3.86,0.0,0.41,32.1,Feeling stressed and tired.,-0.79,59,Medium,62,Yes,1,"['Schedule Faculty Counseling Session', 'Mental Wellness Counseling Recommended']"
S0702,5,0.66,88.23,3.64,1.04,0.0,0.15,46.06,I am managing studies well.,0.46,15,Low,17,No,0,['Regular Monitoring — No Immediate Intervention']
S0703,3,0.07,77.56,-22.38,2.41,0.6,0.39,55.32,Faculty support is helpful.,0.45,45,Medium,40,No,1,['Early Academic Warning Notification']
S0704,7,0.14,56.68,-36.94,7.57,0.71,0.2,58.48,Course workload is balanced.,0.68,75,High,77,No,2,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support', 'Academic Mentor Follow-up']"
S0705,6,0.3,92.84,-20.56,0.85,0.16,0.12,5.0,Hard to keep up with deadlines.,-0.68,49,Medium,46,No,1,"['Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0706,0,0.2,61.11,4.74,3.97,0.27,0.25,30.18,Everything is okay.,0.14,2,Low,17,Yes,0,['Learning Engagement Monitoring']
S0707,1,0.1,70.96,9.78,6.6,0.69,0.27,50.04,Routine semester.,-0.14,36,Medium,34,Yes,1,"['Provide Assignment Deadline Extension Support', 'Academic Mentor Follow-up', 'Learning Engagement Monitoring']"
S0708,6,0.0,73.91,-14.99,3.86,0.0,0.27,28.53,Hard to keep up with deadlines.,-0.71,21,Low,24,No,0,['Mental Wellness Counseling Recommended']
S0709,6,0.54,87.54,-27.74,3.47,0.51,0.38,36.21,Everything is okay.,-0.14,32,Low,25,No,0,['Early Academic Warning Notification']
S0710,4,0.26,67.1,-28.67,0.19,0.79,0.09,58.52,Feeling stressed and tired.,-0.97,60,Medium,71,No,1,"['Early Academic Warning Notification', 'Academic Mentor Follow-up', 'Mental Wellness Counseling Recommended']"
S0711,5,0.66,73.99,-24.67,0.66,0.33,0.42,5.0,I feel overwhelmed.,-0.89,54,Medium,51,No,1,"['Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0712,3,0.0,63.02,-35.28,1.93,0.39,0.19,48.12,Faculty support is helpful.,0.68,24,Low,27,No,0,['Early Academic Warning Notification']
S0713,7,0.37,82.67,-25.09,4.03,0.38,0.18,62.01,Hard to keep up with deadlines.,-0.82,49,Medium,51,No,1,"['Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0714,4,0.02,66.2,-0.54,1.67,0.16,0.18,49.03,I feel overwhelmed.,-0.67,24,Low,28,No,0,['Mental Wellness Counseling Recommended']
S0715,8,0.51,66.38,-20.97,2.88,0.53,0.52,41.95,Routine semester.,0.16,33,Low,30,No,0,['Early Academic Warning Notification']
S0716,6,0.36,70.64,-19.99,5.07,0.3,0.42,14.45,I am managing studies well.,0.62,22,Low,10,No,0,['Provide Assignment Deadline Extension Support']
S0717,6,0.08,92.1,-10.75,1.16,0.39,0.19,5.0,Faculty support is helpful.,0.98,10,Low,1,No,0,['Regular Monitoring — No Immediate Intervention']
S0718,2,0.03,65.46,-19.74,1.55,0.11,0.17,54.23,Routine semester.,0.09,4,Low,17,No,0,['Regular Monitoring — No Immediate Intervention']
S0719,5,0.06,69.69,-16.58,2.08,0.21,0.33,43.61,Routine semester.,-0.16,4,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0720,8,0.0,36.4,-20.01,1.83,0.62,0.17,40.36,Course workload is balanced.,0.69,63,Medium,57,Yes,1,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification', 'Academic Mentor Follow-up']"
S0721,6,0.31,67.29,-22.32,2.92,1.0,0.52,61.05,Feeling stressed and tired.,-0.54,57,Medium,52,No,1,"['Early Academic Warning Notification', 'Academic Mentor Follow-up', 'Mental Wellness Counseling Recommended']"
S0722,4,0.36,75.15,-16.59,2.37,0.24,0.51,68.48,Routine semester.,0.18,5,Low,16,No,0,['Regular Monitoring — No Immediate Intervention']
S0723,5,0.23,68.14,-16.87,1.93,0.72,0.28,43.61,Routine semester.,0.2,22,Low,24,No,0,['Academic Mentor Follow-up']
S0724,7,0.52,75.18,-1.6,0.7,0.42,0.2,42.49,Too much academic pressure.,-0.5,33,Low,44,No,0,['Mental Wellness Counseling Recommended']
S0725,7,0.47,96.88,-16.78,1.15,0.0,0.38,46.73,Routine semester.,0.11,1,Low,6,No,0,['Regular Monitoring — No Immediate Intervention']
S0726,5,0.0,100.0,-2.1,2.56,0.68,0.32,58.27,Routine semester.,0.02,20,Low,22,No,0,['Academic Mentor Follow-up']
S0727,10,0.0,57.63,-13.08,2.33,0.35,0.11,5.0,I am managing studies well.,0.47,25,Low,19,No,0,['Schedule Faculty Counseling Session']
S0728,2,0.32,99.87,-13.76,1.24,0.36,0.15,25.61,Too much academic pressure.,-0.78,29,Low,24,No,0,['Mental Wellness Counseling Recommended']
S0729,4,0.32,55.03,-7.8,0.52,1.0,0.21,48.49,Everything is okay.,-0.09,45,Medium,43,No,1,"['Schedule Faculty Counseling Session', 'Academic Mentor Follow-up']"
S0730,3,0.05,100.0,-35.22,2.73,0.0,0.14,62.22,Feeling stressed and tired.,-0.44,41,Medium,45,No,1,"['Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0731,1,0.69,96.08,-10.32,1.12,0.21,0.65,5.0,Routine semester.,-0.16,29,Low,30,Yes,0,"['Learning Engagement Monitoring', 'Sleep Hygiene Awareness Program']"
S0732,6,0.0,99.55,-39.13,2.54,0.52,0.21,39.37,Routine semester.,-0.17,27,Low,42,No,0,['Early Academic Warning Notification']
S0733,3,0.0,100.0,4.79,1.81,0.0,0.54,73.57,Feeling stressed and tired.,-0.44,22,Low,0,No,0,['Mental Wellness Counseling Recommended']
S0734,5,0.03,100.0,8.27,0.11,0.0,0.35,6.33,Assignments are manageable.,-0.1,9,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0735,2,0.73,38.4,-39.93,2.84,0.0,0.13,17.88,Faculty support is helpful.,0.78,65,Medium,62,Yes,1,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification']"
S0736,7,0.54,56.9,-22.04,0.03,0.43,0.1,64.41,I feel overwhelmed.,-0.64,81,High,92,No,2,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0737,9,0.11,59.87,-5.49,2.6,0.05,0.68,33.14,I am managing studies well.,0.63,38,Medium,46,No,1,"['Schedule Faculty Counseling Session', 'Sleep Hygiene Awareness Program']"
S0738,4,0.39,70.0,-11.04,3.6,0.0,0.17,37.72,Everything is okay.,0.17,6,Low,2,No,0,['Regular Monitoring — No Immediate Intervention']
S0739,2,0.69,81.31,-31.99,0.27,0.29,0.2,21.9,I am managing studies well.,0.67,38,Medium,32,No,1,['Early Academic Warning Notification']
S0740,4,0.2,61.48,-0.96,1.21,0.7,0.13,44.85,I feel overwhelmed.,-0.68,42,Medium,24,No,1,"['Academic Mentor Follow-up', 'Mental Wellness Counseling Recommended']"
S0741,4,0.22,100.0,-23.11,2.36,0.47,0.34,72.18,Faculty support is helpful.,0.47,22,Low,13,No,0,['Early Academic Warning Notification']
S0742,4,0.1,57.27,-0.8,2.69,0.58,0.12,70.1,Feeling stressed and tired.,-0.54,50,Medium,63,No,1,"['Schedule Faculty Counseling Session', 'Mental Wellness Counseling Recommended']"
S0743,6,0.06,100.0,-29.74,8.61,0.62,0.27,27.16,Feeling stressed and tired.,-0.52,77,High,84,No,2,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support', 'Academic Mentor Follow-up', 'Mental Wellness Counseling Recommended']"
S0744,7,0.49,82.67,-27.45,1.02,0.8,0.34,23.43,Feeling stressed and tired.,-0.7,61,Medium,71,No,1,"['Early Academic Warning Notification', 'Academic Mentor Follow-up', 'Mental Wellness Counseling Recommended']"
S0745,7,0.18,74.12,4.06,2.6,0.61,0.05,13.91,Course workload is balanced.,0.42,25,Low,26,No,0,['Academic Mentor Follow-up']
S0746,6,0.38,88.43,-4.15,1.05,0.0,0.31,5.0,I feel overwhelmed.,-0.53,22,Low,38,No,0,['Mental Wellness Counseling Recommended']
S0747,4,0.15,72.76,-5.4,1.29,0.33,0.18,13.39,Feeling stressed and tired.,-0.44,28,Low,22,No,0,['Mental Wellness Counseling Recommended']
S0748,4,0.21,61.75,-27.75,1.16,0.38,0.1,15.14,Course workload is balanced.,0.64,20,Low,17,No,0,['Early Academic Warning Notification']
S0749,3,0.85,66.21,-30.68,1.84,0.62,0.3,25.65,Hard to keep up with deadlines.,-0.91,72,High,79,No,2,"['Early Academic Warning Notification', 'Academic Mentor Follow-up', 'Mental Wellness Counseling Recommended']"
S0750,2,0.41,90.19,4.72,4.93,0.34,0.17,29.15,Routine semester.,-0.12,6,Low,14,No,0,['Regular Monitoring — No Immediate Intervention']
S0751,6,0.0,72.48,-38.63,2.78,0.02,0.18,73.18,Everything is okay.,0.2,23,Low,32,No,0,['Early Academic Warning Notification']
S0752,6,0.4,57.54,-9.98,4.41,0.05,0.34,69.27,Everything is okay.,-0.08,29,Low,32,No,0,['Schedule Faculty Counseling Session']
S0753,4,0.0,80.36,-23.66,2.11,0.36,0.05,70.88,I am managing studies well.,0.8,20,Low,23,No,0,['Early Academic Warning Notification']
S0754,4,0.0,63.94,-21.06,0.46,0.36,0.31,57.67,Feeling stressed and tired.,-0.71,49,Medium,62,No,1,"['Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0755,4,0.09,100.0,3.04,7.14,0.23,0.25,21.06,I feel overwhelmed.,-0.46,38,Medium,42,No,1,"['Provide Assignment Deadline Extension Support', 'Mental Wellness Counseling Recommended']"
S0756,5,0.0,73.44,9.7,1.88,0.0,0.24,27.07,I am managing studies well.,0.42,9,Low,17,No,0,['Regular Monitoring — No Immediate Intervention']
S0757,6,0.34,100.0,-6.55,2.81,0.66,0.64,13.01,I am managing studies well.,0.45,28,Low,33,No,0,"['Academic Mentor Follow-up', 'Sleep Hygiene Awareness Program']"
S0758,0,0.0,100.0,-2.38,1.21,0.0,0.65,38.04,Feeling stressed and tired.,-0.68,37,Medium,45,Yes,1,"['Mental Wellness Counseling Recommended', 'Learning Engagement Monitoring', 'Sleep Hygiene Awareness Program']"
S0759,12,0.0,100.0,9.48,2.66,0.26,0.64,22.98,Course workload is balanced.,0.41,10,Low,15,No,0,['Sleep Hygiene Awareness Program']
S0760,2,0.39,64.25,-10.69,4.11,0.54,0.5,39.78,I enjoy learning new topics.,0.43,3,Low,7,No,0,['Regular Monitoring — No Immediate Intervention']
S0761,5,0.14,45.4,-36.17,0.41,0.77,0.33,51.76,Hard to keep up with deadlines.,-0.99,89,High,75,Yes,2,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification', 'Academic Mentor Follow-up', 'Mental Wellness Counseling Recommended']"
S0762,8,0.16,100.0,-39.8,1.71,0.18,0.38,59.43,Routine semester.,0.09,25,Low,29,No,0,['Early Academic Warning Notification']
S0763,4,0.0,93.84,-27.41,4.84,0.28,0.34,37.29,Course workload is balanced.,0.62,30,Low,37,No,0,['Early Academic Warning Notification']
S0764,6,0.19,81.49,-3.31,0.93,0.0,0.53,62.03,Assignments are manageable.,0.1,4,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0765,4,0.0,93.64,-4.53,2.32,0.51,0.16,44.71,Course workload is balanced.,0.76,10,Low,10,No,0,['Regular Monitoring — No Immediate Intervention']
S0766,4,0.18,81.61,-14.29,0.99,0.98,0.45,58.35,Routine semester.,-0.1,22,Low,2,No,0,['Academic Mentor Follow-up']
S0767,5,0.33,100.0,-31.52,0.6,0.64,0.46,67.34,I enjoy learning new topics.,0.9,45,Medium,52,No,1,"['Early Academic Warning Notification', 'Academic Mentor Follow-up']"
S0768,3,0.0,80.35,-3.2,3.81,0.32,0.47,59.24,Routine semester.,0.13,5,Low,14,No,0,['Regular Monitoring — No Immediate Intervention']
S0769,5,0.0,100.0,-20.5,0.87,0.68,0.07,49.12,Assignments are manageable.,-0.05,37,Medium,42,No,1,"['Early Academic Warning Notification', 'Academic Mentor Follow-up']"
S0770,6,0.04,35.49,-9.54,5.01,0.18,0.11,71.25,Course workload is balanced.,0.45,48,Medium,77,Yes,1,"['Schedule Faculty Counseling Session', 'Provide Assignment Deadline Extension Support']"
S0771,5,0.32,100.0,-10.18,3.05,0.09,0.28,5.0,Everything is okay.,-0.16,4,Low,3,No,0,['Regular Monitoring — No Immediate Intervention']
S0772,7,0.36,67.74,-29.31,0.66,0.07,0.03,43.88,Too much academic pressure.,-0.47,47,Medium,57,No,1,"['Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0773,4,0.36,95.38,7.11,1.91,0.16,0.12,21.98,Feeling stressed and tired.,-0.98,26,Low,23,No,0,['Mental Wellness Counseling Recommended']
S0774,5,0.01,92.88,-22.93,2.26,0.43,0.13,62.6,Everything is okay.,0.02,26,Low,37,No,0,['Early Academic Warning Notification']
S0775,6,0.0,45.71,2.13,3.87,0.55,0.05,16.07,Course workload is balanced.,0.99,30,Low,5,Yes,0,['Schedule Faculty Counseling Session']
S0776,3,0.14,100.0,-18.54,1.09,0.47,0.29,25.43,Assignments are manageable.,0.09,5,Low,12,No,0,['Regular Monitoring — No Immediate Intervention']
S0777,5,0.19,60.12,-21.07,4.77,0.47,0.19,70.8,Course workload is balanced.,0.52,20,Low,29,No,0,['Early Academic Warning Notification']
S0778,8,0.39,93.4,6.5,1.1,0.17,0.17,63.57,I am managing studies well.,0.82,1,Low,1,No,0,['Regular Monitoring — No Immediate Intervention']
S0779,4,0.0,48.17,-37.79,5.69,0.96,0.56,75.69,Course workload is balanced.,0.64,82,High,80,Yes,2,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support', 'Academic Mentor Follow-up']"
S0780,7,0.01,100.0,-18.59,6.77,0.08,0.25,29.21,I enjoy learning new topics.,0.46,19,Low,20,No,0,['Provide Assignment Deadline Extension Support']
S0781,3,0.39,75.63,1.85,1.66,0.56,0.27,35.21,I feel overwhelmed.,-0.62,23,Low,20,No,0,['Mental Wellness Counseling Recommended']
S0782,4,0.28,75.75,8.98,3.98,0.37,0.21,17.56,I feel overwhelmed.,-0.76,27,Low,35,No,0,['Mental Wellness Counseling Recommended']
S0783,6,0.0,76.13,0.55,0.73,0.15,0.43,5.0,Too much academic pressure.,-0.66,26,Low,25,No,0,['Mental Wellness Counseling Recommended']
S0784,3,0.1,74.26,-37.33,6.58,0.53,0.62,47.02,Hard to keep up with deadlines.,-0.95,69,Medium,82,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support', 'Mental Wellness Counseling Recommended', 'Sleep Hygiene Awareness Program']"
S0785,4,0.0,100.0,-17.38,2.77,0.21,0.38,43.63,I enjoy learning new topics.,0.96,4,Low,13,No,0,['Regular Monitoring — No Immediate Intervention']
S0786,2,0.6,92.81,-1.32,1.45,0.0,0.46,24.83,Faculty support is helpful.,0.91,17,Low,7,No,0,['Regular Monitoring — No Immediate Intervention']
S0787,2,0.0,91.04,-11.81,1.86,0.0,0.3,5.0,Faculty support is helpful.,0.51,5,Low,5,No,0,['Regular Monitoring — No Immediate Intervention']
S0788,6,0.49,80.02,-10.6,0.11,0.0,0.34,17.6,Hard to keep up with deadlines.,-0.84,25,Low,17,No,0,['Mental Wellness Counseling Recommended']
S0789,2,0.04,64.84,6.65,4.28,0.5,0.1,46.69,Routine semester.,0.17,3,Low,5,No,0,['Regular Monitoring — No Immediate Intervention']
S0790,2,0.1,97.11,-21.59,1.74,0.23,0.21,50.67,I feel overwhelmed.,-0.74,44,Medium,40,No,1,"['Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0791,3,0.0,85.51,-6.04,6.68,0.29,0.17,38.07,Routine semester.,0.02,24,Low,40,No,0,['Provide Assignment Deadline Extension Support']
S0792,4,0.0,100.0,-12.76,5.14,0.23,0.32,78.12,Hard to keep up with deadlines.,-0.49,37,Medium,38,No,1,"['Provide Assignment Deadline Extension Support', 'Mental Wellness Counseling Recommended']"
S0793,5,0.27,95.9,-13.73,5.41,0.05,0.52,53.65,Course workload is balanced.,0.4,21,Low,22,No,0,['Provide Assignment Deadline Extension Support']
S0794,4,0.16,49.62,-36.94,5.01,0.43,0.28,44.4,Everything is okay.,0.19,67,Medium,52,Yes,1,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support']"
S0795,8,0.46,97.09,-27.33,1.66,0.62,0.36,5.0,Routine semester.,0.12,40,Medium,48,No,1,"['Early Academic Warning Notification', 'Academic Mentor Follow-up']"
S0796,4,0.11,98.68,-8.03,6.53,0.41,0.17,49.46,Faculty support is helpful.,0.61,25,Low,31,No,0,['Provide Assignment Deadline Extension Support']
S0797,3,0.17,78.68,-5.57,3.51,0.0,0.24,8.3,Feeling stressed and tired.,-0.85,22,Low,25,No,0,['Mental Wellness Counseling Recommended']
S0798,13,0.05,32.74,2.64,0.78,0.34,0.21,68.47,Hard to keep up with deadlines.,-0.97,47,Medium,45,Yes,1,"['Schedule Faculty Counseling Session', 'Mental Wellness Counseling Recommended']"
